Job Title,Job Description,Location,Salary Estimate,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,"Title: Data Scientist @ Springfield, VA
Terms of Hire: Full time.
Salary: $ 175,000â€“$190,000 / YR + Benefits

Job description
**Active TS/SCI Security Clearance Required***
Our client is looking for an energetic and experienced data scientist and or modeling expert with experience working within a Multi-Int environment.
Responsibilities:
Works with large structured / unstructured data sets, various rest/wms data services, multiple database programs and collection systems, in a modeling and analytical environment, solving hard intelligence problems and issues.
Uses exploratory data analysis techniques to identify meaningful relationships, patterns, or trends from complex data
Combines applied mathematics, programming skills, analytical techniques, and data to provide impactful insights for decision makers
Researches and implement optimization models, strategies, and methods to inform data management activities and analyses
Applies big data analytics tools to large, diverse sets of collection data to assess risk of adverse threat activities
Qualifications:
10 years of experience as an intelligence analyst (single-INT or all-source) utilizing data from multiple intelligence disciplines (HUMINT, SIGINT, GEOINT, OSINT, MASINT) required
Experience using spatial and statistical analysis techniques for performing problem solving against disparate datasets required
Scripting knowledge (JS, Python) is a huge plus and any experience using model based analytics programs like JEMA, NODE RED, etc. and software packages like SAS is beneficial
Active TS/SCI Clearance REQUIRED
Desired exp:
Keyhole Markup Language (KML) and GIS software such as Google Earth, ArcGIS
Experience using Joint Enterprise Modeling and Analytics software (JEMA), FADE/ MIST
Database administration and query languages (predominantly SQL Select statements),
Python expressions or other related scripting languages
HTTP, HTML, CSS and programming languages such as Java, JavaScript, Python and various web service frameworks
You Will Enjoy:
An opportunity to be a part of a great culture, an awesome team, a challenging work environment, and some fun along the way!
Apply today to learn more and be part of our Growth story.
All applications will be kept strictly confidential and once shortlisted, our team will be in touch with you for further discussions.

Department: Scout
This is a full time position","Springfield, VA",$48K-$89K (Glassdoor Est.),3.3,"Cedent Consulting
3.3",1 to 50 Employees,-1,Company - Private,Consulting,Business Services,Less than $1 million (USD)
Data Scientist,"Thank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career --- a place to expect more opportunities. If you are focused on results, dedicated to quality, strength and integrity, and possess the drive to succeed, then we are your employer of choice.

Regions is dedicated to taking appropriate steps to safeguard and protect private and personally identifiable information you submit. The information that you submit will be collected and reviewed by associates, consultants, and vendors of Regions in order to evaluate your qualifications and experience for job opportunities and will not be used for marketing purposes, sold, or shared outside of Regions unless required by law. Such information will be stored for a set period of time. You may review, modify, or update your information by visiting and logging into the careers section of the system.

Job Description:


At Regions, the Data Scientist works with small teams of data scientists, analysts and visualization experts contributing independently to solve high complexity business problems. The ideal candidate has a depth of knowledge in quantitative analytic methods, data management, visualization, and programming skills suitable to drive data driven decisions. Researches, models, implements and validates algorithms (predictive and prescriptive) to analyze diverse sources of data to achieve targeted outcomes.

Primary Responsibilities
Works with large, structured, and un-structured datasets
Uses quantitative and analytical techniques to accelerate profitable growth and customer engagement - unlocking value across all functional areas of business
Uses Big Data tools (Hadoop, Spark, H2O, CDSW, Domino Labs, etc.) to build data analytics solutions
Builds machine learning and Artificial Intelligence (AI) models from development through testing and validation
Designs rich data visualizations to communicate complex ideas to business leaders and executives
Draws insights from data to make quick, well informed decisions with available information
Primarily focuses on daily deliverables of routine and defined outputs, while at the same time developing knowledge of the broader context in which the work is being performed
This position is exempt from timekeeping requirements under the Fair Labor Standards Act and is not eligible for overtime pay.

This job is typically Transactional (100%).

Requirements
Bachelors degree and five (5) years of experience
Or Masters degree and two (2) years of experience in a quantitative/analytical/STEM field
One (1) year of working experience in Machine Learning, Deep Learning, or Artificial Intelligence
One (1) year of working programming experience in Python, Ruby, R, Matlab, Scala, or Java
One (1) year of hands-on experience with Big Data technologies
Preferences
Background in banking and/or other financial services
Experience in libraries such as TensorFlow, Pytorch, or Keras
Experience in Agile Software Development
Knowledge in Google Analytics and/or Adobe Digital
Skills and Competencies
Strong business acumen with the ability to communicate with both business and Information Technology (IT) leaders
Deep understanding of statistical and predictive modeling concepts, machine learning approaches, clustering and classification techniques, and recommendation and optimization algorithms
Expertise in analyzing large, complex, multi-dimensional datasets using a variety of tools like Python, R, Statistical Analysis System (SAS), or Statistical Package for the Social Sciences (SPSS)
Comfortable with both relational databases and Hadoop-based data mining frameworks
Advanced Structured Query Language (SQL) skills
Proficient in visualization tools like Power Business Intelligence (BI), Tableau
Strong communication skills through data visualizations, written and oral presentations
Position Type

Full time
Location Details
Regions Center - Birmingham
Location:
Birmingham, Alabama

EEO/AA/Minorities/Females/Disabled/Veterans","Birmingham, AL",$48K-$89K (Glassdoor Est.),3.5,"Regions Financial
3.5",10000+ Employees,1971,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion (USD)
Data Scientist,"As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and resource investments. Through CIA's global mission, the Agency has access to unique and highly specialized data sets. You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships in large volumes of data.
Bachelor's degree.
Experience in a science, technology, engineering or mathematics (STEM) related field, such as:
Computational social science.
Computer science.
Data analytics.
Economics.
Engineering.
Geospatial analysis.
Mathematics.
Operations research.
Quantitative finance.
Statistics.
GPA of at least 3.0 on a 4-point scale.
As a Data Scientist for the CIA, you will organize and interpret data to inform US decision makers, drive successful operations and shape CIA technology and resource investments. Through CIA's global mission, the Agency has access to unique and highly specialized data sets. You will work with advanced hardware, software and techniques to develop computational algorithms and statistical methods that find patterns and relationships in large volumes of data. Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at academic and technical conferences as well as collaboration with the Intelligence Community.

For further information and to apply, please visit: https://www.cia.gov/careers/opportunities/science-technology/data-scientist.htmlMinimum Qualifications:
Bachelor's degree.
Experience in a science, technology, engineering or mathematics (STEM) related field, such as:
Computational social science.
Computer science.
Data analytics.
Economics.
Engineering.
Geospatial analysis.
Mathematics.
Operations research.
Quantitative finance.
Statistics.
GPA of at least 3.0 on a 4-point scale.
Experience with real world data through thesis research, internships, or work experience.
Creativity.
Initiative.
Integrity.
Leadership abilities.
Problem solving skills.
Ability to work in a diverse team environment.
Desired Qualifications:
Advanced degree in a data science equivalent field or sub-field.
Experience working with data rich problems through research or programs.
Experience with computer programming or user experience/user interface.
Ability to successfully complete projects with large or incomplete data and provide solutions.
Strong written and verbal communication skills.
For further information and to apply, please visit: https://www.cia.gov/careers/opportunities/science-technology/data-scientist.html","Washington, DC",$48K-$89K (Glassdoor Est.),3.8,"Central Intelligence Agency
3.8",Unknown,1947,Government,Federal Agencies,Government,Unknown / Non-Applicable
Data Scientist,"Title: Data Scientist
Location: Oakland, CA 94612
Duration: Contract
Job Description:
Client is in the middle of modernizing many of the IT infrastructure systems and business applications.
Importantly, the District is implementing a new Computer-Aided Dispatch and Automated Vehicle Location (CAD/AVL) system.
All the District 635 buses are equipped with the latest and the greatest mobile edge computing and 4G network devices.
From this new implementation, client will begin to receive larger datasets than before.
The polling rate for the new system for each bus has increased from 1 minute to 15 seconds, bringing in more vehicle location, telemetry data and historical data.
Outside of the primary CAD/AVL data, onboard integration will bring in data from the client Signal Priority, Farebox, Digital Video Recorders, and Automatic Passenger Counter systems.
This new influx of Big Data, Artificial intelligence (AI), Machine learning, and the Internet of Things (IoT) will require a Data Scientist, an architect that will design and implement an infrastructure to handle the influx of huge volume of data.
Roles & Responsibilities:
The candidate will become familiar with the various modules of the new CAD/AVL, as well as data from the existing transit system and Data warehouse to make recommendations on the appropriate data ingestion and integration standards, practices, and tools.
In the intent on sharing data with the public or internally, this position will assist the IT management to implement the data governance plan and open data platform.
Required Experience:
The position must have experience in Team Data Science Process (TDSP), moving data to Azure Data Lake and analytics using U-SQL.
Required Skills:
This position will require data science skills such as Statistics, Machine Learning, Multivariable Calculus & Linear Algebra, data wrangling & intuition, and data visualization & communication.
About our Company: -

22nd Century technologies is a Minority (MBE) that supports demanding staffing programs for Corporations and State and Local Government Agencies. Its journey began in 1997 by supporting large Federal contracts which nudged us in the direction of creating large candidate pools across the country. Over the last 20 years, we have built a strong business model that is carefully constructed to deliver on multiple facets. We have proven past performance of providing services that exceed our clients' expectations. Today 22nd Century technologies supports clients in all 50 states and has grown to be a company that is trusted and sought for providing a complex mix of workforce solutions. With a firm grip on the entire spectrum of staffing solutions, we have placed more than 500,000 skilled resources and delivered 15 million+ man-hours.
â€œ22nd Century Technologies is an Equal Opportunity Employer"" and â€œUS Citizens & all other parties authorized to work in the US are encouraged to apply.""","Oakland, CA",$48K-$89K (Glassdoor Est.),3.6,"22nd Century Technologies
3.6",1001 to 5000 Employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD)
Data Scientist,"About Infinitive:

At Infinitive, we do mission-critical work for great companies. We specialize in digital marketing and digital advertising solutions, customer data & analytics, digital & business transformation, and Technology solutions. Our Technology solutions focus on Managed Cloud Services, Cloud Enablement, Digital Operations, Application Development, DevOps, Product Development, Cloud Security, Data Science and Analytics, AI/ML, IoT, and everything in between.

Our experts are results-obsessed, focused and flexible, highly engaged and hugely experienced having sat in our clients seats. Those qualities are what make us different than old-school consulting shops. And surely, they are why clients and partners describe us as the gold standard in client experience.

Infinitive has been named a Best Small Firms to Work For by Consulting Magazine seven times, a Washington Post Top Workplace three times, a Washington Business Journal Best Places to Work twice, and is a seven time winner of Virginia Business Best Places to Work.

About this Role:

Infinitive is growing its team in the Northern Virginia area and is currently seeking a Data Scientist to join our growing Technology practice. This person will utilize their experience in analytics, IoT, machine learning, and artificial intelligence advances to create value from structured and unstructured data. The ideal candidate has experience designing novel data analytic methods and workflows, including full data pipelines from raw data through analysis results. They must also have exposure to a variety of data mining/data analysis methods, data tools, building and implementing models, using/creating algorithms, and creating/running simulations.

We are looking for candidates who are accountable, passionate, assertive, proactive, open & honest, results oriented, and adaptable. Each project engagement represents a new challenge that will give you exposure to new clients, business issues, technologies, and people and will involve a range of responsibilities to include:
Developing in Java, Python, R, or other high-level languages.
Managing disparate data sources with varying data structures of content and preparing these for data science and machine learning applications.
Working with distributed scalable Big Data storage, processing, and computation, including AWS EMR, Spark, etc.
Implementation knowledge of, or desire to learn AWS / Azure data science capabilities.
Developing solutions and integrating and extending free and Open-source software (FOSS) or COTS products.
Conduct MapReduce programming with Apache Hadoop, the Hadoop Distributed File System (HDFS), and processing large data stores.
Knowledge of SQL and query languages.
Utilize real-time, large-scale data processing engine, including Apache Spark.
Lead and create Data Science and Analytics methodologies and frameworks for implementation.
Ability to build and develop Data Science demonstrations for clients
Qualifications:
3+ years of development experience (Java, Python, R)
2+ years of experience with distributed scalable Big Data storage, including AWS EMR, Spark, etc.
Desire to become AWS / Azure Certified architect / engineer.
Interest in being involved internally and growing a small business (entrepreneurial spirit)
Ability to travel (up to 20%) and to work independently
Ability to commute to client site
Experience using Agile software development methods in a DevOps environment.
Excellent leadership, peer management, and communication skills
Management consulting experience (preferred)
Bachelor's degree
Applicants for employment in the U.S. must possess work authorization which does not require sponsorship by the employer for a visa.

Infinitive is an Equal Opportunity Employer.

Powered by JazzHR","McLean, VA",$48K-$89K (Glassdoor Est.),3.4,"Infinitive Inc
3.4",201 to 500 Employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD)
Data Scientist,"Job Title

Data Scientist
Summary
As a key member of our team at RiverStone, you will be collaborating with different engineering and operations teams and leading development machine learning solutions for a variety of tasks and projects. You will be responsible for delivering projects from end-to-end: problem statement and conceptualization, proof-of-concept, and participation in final deployment. You will also perform ad-hoc statistical and data science analyses. Our ideal candidates are smart, creative, analytical thinkers with attention to detail. You will also work closely with data engineers, developers and modeling analysts to generate seamless business solutions. You will be expected to present results of analyses to a wide range of audiences including executives.
Essential Functions
Collaborate with multiple business and information technology units to understand company needs and propose solutions
Implement new statistical or other mathematical methodologies as needed for specific models or analysis.
Organize and synthesize data into actionable business decisions, focused on insights.
Related Functions:
Establishes and maintains effective working relationships, both internally and externally
Maintains and communicates on a regular basis the progress against department goals/objectives and priorities to Director of Data Science and Innovation
Compile, review, verify and analyze related external and internal insurance data including completed models for benchmarking of results
Organizational
Develops creative ideas and solutions to real time business problems and/or business opportunities; takes reasonable, calculated risks even if failure is possible.
Empowers self and teammates to continuously improve RiverStones business processes/ systems and develops and escalates ideas and solutions.
Consistently delivers superior customer service to both internal and external business partners.
Demonstrates alignment with RiverStones Commitments.
Prioritizes and organizes work in self-directed manner.
Attains and maintains knowledge of assigned department.
Performs other duties as required, including supporting and coordinating with other department colleagues.
Required Skills
Ability to tell meaningful stories with data.
Minimum four years of proven hands-on experience applying machine learning techniques to build models integrated into applications.
Strong working knowledge of machine learning/data mining algorithms (deep learning, classification, clustering, etc), experience with Image Analysis/Computer Vision is a plus.
Understand algorithms (be able to tweak them when needed) as well as infrastructure that enables fast iterations
Strong software development skills with proficiency in Python and R. Experienced user of libraries such as scikit-learn, scipy, R, NetworkX, Spacy, and NLTK.
Good understanding of deep learning algorithms and workflows, and experience with CNTK, Caffe, MXNet or TensorFlow is a plus.
Experience in Hadoop, Spark, Hive, Cassandra, Kafka and NoSQL databases is a plus
Familiarity with SQL programing
Experience
3+ years experience applying machine learning techniques to real business problems.
Property & Casualty Insurance experience encouraged, but not required

Required Education

Master of Applied Math, Machine Learning, Data Science, Statistics, Operations Research or related fields
Preferred Education or Certification

PhD of Applied Math, Machine Learning, Data Science, Statistics, Operations Research or related fields
Supervisory Role

None
Travel

Minimal, less than 10%
Work Environment / Physical Demands

This position operates in a professional cubicle based collaborative environment and must have the ability to timely produce thorough, accurate work with many competing demands, deadlines, and distractions. The position uses standard equipment such as phones, computers, copiers/printers and filing cabinets. Noise level is moderate. While this is a largely sedentary role, the employee is regularly required to talk or hear; stand; walk; bend; use hands to handle or feel; and reach with hands and arms. On occasion the individual must be able to lift and transport boxes weighing up to 30 pounds.

Other Duties (Disclaimer Statement)

RiverStone retains the right to change or assign other duties to this position as needed, OR

Other duties or responsibilities may change or be assigned as needed.
Core Competencies

32.) Learning on the Fly: Learns quickly when facing new problems; a relentless and versatile learner; open to change; analyzes both successes and failures for clues to improvement; experiments and will try anything to find solutions; enjoys the challenge of unfamiliar tasks; quickly grasps the essence and the underlying structure of anything.

51.) Problem Solving: Uses rigorous logic and methods to solve difficult problems with effective solutions; probes all fruitful sources for answers; can see hidden problems; is excellent at honest analysis; looks beyond the obvious and doesnt stop at the first answers.

52.) Process Management: Good at figuring out the processes necessary to get things done; knows how to organize people and activities; understands how to separate and combine tasks into efficient flow; knows what to measure and how to measure it; can see opportunities for synergy and integration where others cant; can simplify complex processes; gets more out of fewer resources.

56.) Sizing Up People: Is a good judge of talent; after reasonable exposure, can articulate the strengths and limitations of people inside or outside the organization; can accurately project what people are likely to do across a variety of situations.

22.) Ethics and Values: Adheres to an appropriate (for the setting) and effective set of core values and beliefs during both good and bad times; acts in line with those values; rewards the right values and disapproves of others; practices what he/she preaches.

61.) Technical Learning: Picks up on technical things quickly; can learn new skills and knowledge; is good at learning new industry, company, product, or technical knowledge like internet technology; does well in technical courses and seminars.

65.) Managing Vision and Purpose: Communicates a compelling and inspired vision or sense of core purpose; talks beyond today; talks about possibilities; is optimistic; creates mileposts and symbols to rally support behind the vision; makes the vision sharable by everyone; can inspire and motivate entire units or organizations.

14.) Creativity: Comes up with a lot of new and unique ideas; easily makes connections among previously unrelated notions; tends to be seen as original and value-added in brainstorming settings.

35.) Managing and Measuring Work: Clearly assigns responsibility for tasks and decisions; sets clear objectives and measures; monitors process, progress, and results; designs feedback loops into work.","San Diego, CA",$48K-$89K (Glassdoor Est.),3,"The RiverStone Group
3.0",1 to 50 Employees,-1,Unknown,-1,-1,Less than $1 million (USD)
Data Scientist,"Job Description

What Youll Get to Do

Be part of a high-performing, multi-disciplinary team supporting rapid and innovative prototype development of warfighting capabilities that increase lethality, survivability, and warfighter effectiveness in support of the Air Force Tactical Exploitation of National Capabilities (AF TENCAP) mission to exploit national systems, educate warfighters, and influence development of future requirements. As a member of the team you will integrate with cross-functional teams to conduct research, design, development, prototyping, systems engineering, integration, testing and evaluation, transitioning, and training across multiple technology areas to include: Geolocation and Tagging, Tracking, Locating; Sensor, Data Fusion, and Dissemination; Unconventional / Asymmetric Warfare / Support to Special Operations; Situational Awareness; Cyberspace and Spectrum Warfare Operations; Air Superiority; Command, Control and Spectrum Utilization; Real-Time/Near Real Time Large Data Analytics and Virtualization. Projects in the portfolio will range in quantity, scope, duration, and complexity. Projects are designed to transition to warfighters and/or national intelligence agencies for operational use, sustainment and appropriate acquisition Programs of Record for further development.

More About the Role
Identify and develop actionable insights through problem definition, application of statistical models, and analysis against existing and future data
Assists in identification of important data sets for exploitation and analysis, and prepare briefings, analyses, and visualizations in support of leadership
Apply data mining, data modeling, and machine learning to extract and analyze information from large structured and unstructured datasets.
Assists in the visualize, interpret, and report data findings.
Youll Bring These Qualifications
Top Secret
Possess a bachelors or masters degree.
Hands-on experience creating algorithms and engineering tools for data processing and modeling and simulation.
Practical understanding in modeling and simulation with a focus on optimization, including theoretical and numerical methods for analysis of current and future systems.
Fundamental knowledge in applying ML and AI to image processing and information discovery Software development experience using C++, Python, Java or equivalent.
These Qualifications Would be Nice to Have
Eligibility for TS/SCI clearance with Polygraph (U.S. Citizenship required for clearance)
What We Can Offer You:
Weve been named a Best Place to Work by the Washington Post.
Our employees value the flexibility at CACI that allows them to balance quality work and their personal lives.
We offer competitive benefits and learning and development opportunities.
We are mission-oriented and ever vigilant in aligning our solutions with the nations highest priorities.
For over 55 years, the principles of CACIs unique, character-based culture have been the driving force behind our success.

Job Location

US-Washington-DC-AUSTIN

CACI employs a diverse range of talent to create an environment that fuels innovation and fosters continuous improvement and success. At CACI, you will have the opportunity to make an immediate impact by providing information solutions and services in support of national security missions and government transformation for Intelligence, Defense, and Federal Civilian customers. CACI is proud to provide dynamic careers for employees worldwide. CACI is an Equal Opportunity Employer - Females/Minorities/Protected Veterans/Individuals with Disabilities.","Sarasota, FL",$48K-$89K (Glassdoor Est.),3.6,"CACI International
3.6",10000+ Employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD)
Data Scientist,"ConsumerTrackâ„¢ is unique in the digital marketing and media industry - we combine marketing, digital, content and fintech. Our performance based approach increases brand awareness and generates targeted audience engagement on our internal web properties and partner sites.

Learn More About What We

We are looking for a candidate to help vastly expand the Artificial Intelligence and Machine Learning capabilities of our platforms. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for machine-learning and research. Your goal will be to help our company analyze trends to make better decisions.

Responsibilities:
Analyze large amounts of data and information with statistical rigor to discover optimization opportunities.
Ensure accurate interpretation by combining business acumen with detailed data knowledge and statistical expertise.
Develop causal inference methodology to analyze behavior in cases where A/B testing may not be possible.
Build statistical models that better leverage test results to uncover insights or effect changes in the product.
Translate analytical insights into concrete, actionable recommendations for business or product improvement, and communicate your research and insights to all levels of the company, clearly and concisely.
Work closely with data engineers to identify data sources preprocess both structured and unstructured data
Build predictive models and machine-learning algorithms for digital ad conversion, pacing, and yield
Work with Software and Data engineers to layout a plan for incorporating ML Models recommendations at realtime
Propose solutions and strategies to business challenges
Requirements
Hands-on experience of statistical modeling from conceptualization, methodology creation, deployment and validation and ultimately delivering final insightful recommendations.
Robust mathematical skill, with strong working knowledge in some and the ability quickly to be competent in the rest of the gamut of modeling techniques and associated tooling, for examples:
Established statistical methods for data reduction (e.g., factor analysis, PCA) and for predictions (e.g., regression, classification);
Established machine learning methods for feature extraction (e.g., neural nets), for data reduction (e.g., clustering) and for prediction (e.g., decision trees, graph/network analysis);
Excellent understanding of machine learning algorithms, such as k-NN, Naive Bayes, SVM, Random Forests, ensembles, etc.
Experience with common data science toolkits, such as sklearn, tensor-flow, keras, gensim, etc and NLP toolkits such as nltk, spacy, etc
Experience with data visualisation tools such as D3.js, plotly / seaborn / matplotlib / tensor-board, Tableau, etc
Proficiency in working with both NoSQL and relational databases such as DynamoDB, Elasticsearch, etc
Expert proficiency with statistical modeling tools like SAS, R, Python, etc.
Good scripting and programming skills using Python, bash, etc
Strong communication and interpersonal skills (both written and verbal)
Masterâ€™s or advanced degree with 3+ years experience in CS, Statistics, Machine Learning, Applied Mathematics or a related field, PhD a plus.
Benefits
Competitive salary with excellent growth opportunity; we pride ourselves in having a team that exudes leadership, high initiative, creativity, and passion.
Awesome medical, dental and vision plans with heavy employer contribution.
Paid vacation, holidays, and sick days
Flexible time/work from home (for eligible employees)
Company funding for outside classes and conferences to help you improve your skills.
Contribution to Student Loan Debt after the first year of employment.
401(k) -- employees can start contributing immediately. After the first year, CTI contributes 100% of the first 4% contributed of salary deferrals
We are an equal-opportunity employer, and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability status, protected veteran status, or any other characteristic protected by law.",California,$48K-$89K (Glassdoor Est.),3.3,"ConsumerTrack
3.3",51 to 200 Employees,2004,Company - Private,Internet,Information Technology,$25 to $50 million (USD)
Data Scientist,"Job Description

Job Description Summary

Advance Auto Parts, a leader in the automotive aftermarket, currently has an opening for a Data Scientist. As a Data Scientist at Advance Auto Parts, you will have an opportunity to disrupt a $100B auto parts industry to bring better and faster solutions to customers. You will be responsible for analyzing billions of transactions to find patterns that will help improve our company and build data products to extract valuable business insights as it relates to assortment planning and inventory optimization. You will be part of an elite data science team formed to help the organization live its mission of Advancing a World in Motion.

Job Description

Essential Duties and Responsibilities include the following.
Identify and implement strategies to leverage various large data sources for purposes of improving assortment availability
Collect, analyze, and interpret information from multiple data sources identifying actionable insights that create efficiencies and generate revenue.
Build predictive models and machine-learning algorithms for second-level analytics and assortment related processes
Develop reports and/or presentations leveraging data visualization tools that clearly and concisely communicate analytical findings and recommendations to key stakeholders.
Analyze customer sales, transaction, and vehicle related data to identify trends and patterns for use in improving store assortments
Familiarity with ANSI SQL
Conduct digital channel analysis to understand traffic and revenue drivers, both in-store and on-line. Leverage analytical tools (SQL, Python, R) and data mining techniques to perform advanced data manipulation and extract insights from large databases.
Support ad hoc data analysis as requested.
Demonstrated desire for continued learning and keeping up with latest techniques in the field of statistics, predictive analytics, operations research or related focuses.
Capable of working both independently and on team projects.
Other duties may be assigned.
Required Qualifications

Capable of performing the duties listed above. Proven understanding of latest modeling and forecasting techniques. Skilled with python programming techniques, unit testing, documentation. Familiarity with AWS, Notebooks, Hadoop, EMR and S3 a plus. Familiarity with agile project management a plus.

EDUCATION and/or EXPERIENCE

Bachelors Degree in Computer Science, Mathematics, Engineering or other relevant disciplines Understanding of relational databases and experience with data mining. Minimum of 2 years of work experience in a field related to data science.

Preferred Qualifications

Masters Degree or PhD in Data Science or another quantitative field.","Raleigh, NC",$51K-$92K (Glassdoor Est.),3.2,"Advance Auto Parts
3.2",10000+ Employees,1932,Company - Public,Automotive Parts & Accessories Stores,Retail,$5 to $10 billion (USD)
Data Scientist,"Need local to Bay Area, CA or Seattle, WA only

Job Description for Data Scientist
5 to 7 years of experience as a data scientist.
Strong skills for mining data, assessing the accuracy and insights from new data sources.
Work with stakeholders to understand data challenges and opportunities
Experience building Machine Learning models for predictive analytics, and NLP. Understanding of Deep Learning models is a plus
Experience with SQL
Master in Statistics, Computer Science, or other STEM field. Ph.D. is a plus.
Knowledge of advanced statistics and hypothesis testing
Python, Pandas, Numpy, Scikit coding skills
Data visualization with Matplotlib, and Seaborn
Experience with at least one cloud data technology GCP, AWS, Azure
Experience with Spark, and Hadoop is a plus.
Effective at telling stories with data.
Excellent written and verbal communication skills
Creative drive to try data tools, and explore and discover insights from data
NLP experience is MUST
Ã‚

Ã‚
Sl.No

Skill

Years Of Experience
1

Ã‚

Ã‚
2

Ã‚

Ã‚
Ã‚

Ã‚

Ã‚
Ã‚

Ã‚

Ã‚

Ã‚","Seattle, WA",$51K-$92K (Glassdoor Est.),4,"New York Technology Partners
4.0",51 to 200 Employees,1999,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD)
