Job Title,Job Description,Location,Salary Estimate,Company Name,Headquarters,Size,Type of ownership,Industry,Sector,Revenue
Data Analyst,"Data Analyst
If you are a Data Analyst with experience, please read on!

Job Title: Data Analyst
Job Locations: Redwood City, CA
Job Type: $45-$50/hr
Requirements:
1.) 3+ years experience creating dashboards in Business Intelligence (BI) tools (i.e. Tableau)
2.) Experience writing code in Python, R or similar language
3.) Bachelor's Degree
4.) Experience writing SQL Queries, and Excel Formulas
What You Will Be Doing
As a member of our team, you will be writing code that is readable in flat files, and processing data in several different ways and you will responsible for summarizing data results into files, charts, and graphs.
What You Need for this Position
Requirements:
1.) 3+ years experience creating dashboards in Business Intelligence (BI) tools (i.e. Tableau)
2.) Experience writing code in Python, R or similar language
3.) Bachelor's Degree
4.) Experience writing SQL Queries, and Excel Formulas

Preferred Skills:
1.) Salesforce experience
2.) Healthcare/Health Plan Analytics experience
What's In It for You
- Competitive Compensation $40 - $50/hr
- Benefits (Medical, Dental)
- PTO
So, if you are a Data Analyst with experience, please apply today!
-
Applicants must be authorized to work in the U.S.


CyberCoders, Inc is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","Redwood City, CA",$69K-$127K (Glassdoor est.),"CyberCoders
4.2","Irvine, CA",201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Analyst,"Job DescriptionUS Tech Solutions is seeking a Data Analyst for a Long Term contract with a client in Sunnyvale, CA

Core Functions include:
• Design and build reports, scorecards and dashboards to support all Compliance functions.
• Generate insights, trends and actionable recommendations to support Operations, Product and Business teams.
• Generate reports and create presentations for key stakeholders, including Compliance and Executive leadership team.

Position Description:
• This position is part of Analytics team responsible for performing analytics to support the business. An individual in this position is expected to perform additional responsibilities and duties as assigned and/or necessary.
• Analyze and interpret information related to risk mitigation by identifying industry data trends (ex: reputational metrics, seller scorecard indicators) and benchmarks.
• Analyze data to identify trends, patterns, insights, and discrepancies in data; ensure data accuracy, synthesize compliance data in support of strategic business objectives; translate results into actionable recommendations/plans.
• Utilize industry new technologies and best practices to provide insights to key stakeholders based on your research.
• Communicate compliance data insights and global trends related to the business; design, coordinate, and implement new reporting, analysis, and data-management solutions; provide recommendations based on insights and research.
• Propose improvements for strategic and tactical initiatives (ex: driving experience scores, risk mitigation measures).
• This role is required to work in both San Bruno (Temporarily replaced by San Mateo) and Sunnyvale locations.

Minimum Qualifications:
• Bachelor's degree in Statistics, Analytics, Mathematics, Systems, Information Technology, Computer Science, or related field.
• 2+ years experience in analytics, systems, information technology (IT), data management.
• 1+ year experience with Python/R (Python preferred).
• 1+ year experience in Tableau/Looker or any other visualization tools (Tableau preferred).
• Knowledge on predictive modeling is a plus.
• Experience with Hadoop, Hive, Spark, Kafka.
• 2+ year experience with SQL, RDBMS, Hive and No-SQL databases (for example Cassandra) is a plus.
• Masters degree or certificate in business analytics, data mining, or statistical analysis is a strong plus.
Prior eCommerce experience is a plus.

About US Tech Solutions:

Your talent, our opportunities - This is the premise behind US Tech Solutions.

You have the skill we have the opportunity. As a team, we work passionately for you to get the right career opportunity across industry verticals and functions. For past sixteen years, leading Global

Companies and Fortune 500 come to us to get the right talent. Whether you want to work as full-time, contractor or part-time, technical or non-technical our talent consultants will connect with the right career opportunity globally.

Connect with our talent team today.

USTECH was founded in 2000 by Manoj Agarwal. Today, we are a global firm offering talent solutions to 150 customers including 20% of Fortune 500 across Financial Services, Healthcare, Life Sciences, Aerospace, Energy, Retail, Telecom, Technology, Manufacturing, and Engineering. We are headquartered in New Jersey with 40 global locations across the USA, Canada, Europe, and India. Deloitte has recognized USTECH as one of the fastest growing private businesses for the past five consecutive years and INC 500 for the past three. We have also been rated The Top Business in the US"" by Diversity Business since 2011. To learn more about how US Tech Solutions visit our website: www.ustechsolutions.com.

US Tech is an Equal Opportunity Employer"" and US Citizens & all other parties authorized to work in the US are encouraged to apply.""

Apply: Interested candidates are requested to send their resume to Pawan at pawans@ustechsolutionsinc.com

Job Requirements:

Job Description

US Tech Solutions is seeking a Data Analyst for a Long Term contract with a client in Sunnyvale, CA

Core Functions include:
• Design and build reports, scorecards and dashboards to support all Compliance functions.
• Generate insights, trends and actionable recommendations to support Operations, Product and Business teams.
• Generate reports and create presentations for key stakeholders, including Compliance and Executive leadership team.

Position Description:
• This position is part of Analytics team responsible for performing analytics to support the business. An individual in this position is expected to perform additional responsibilities and duties as assigned and/or necessary.
• Analyze and interpret information related to risk mitigation by identifying industry data trends (ex: reputational metrics, seller scorecard indicators) and benchmarks.
• Analyze data to identify trends, patterns, insights, and discrepancies in data; ensure data accuracy, synthesize compliance data in support of strategic business objectives; translate results into actionable recommendations/plans.
• Utilize industry new technologies and best practices to provide insights to key stakeholders based on your research.
• Communicate compliance data insights and global trends related to the business; design, coordinate, and implement new reporting, analysis, and data-management solutions; provide recommendations based on insights and research.
• Propose improvements for strategic and tactical initiatives (ex: driving experience scores, risk mitigation measures).
• This role is required to work in both San Bruno (Temporarily replaced by San Mateo) and Sunnyvale locations.

Minimum Qualifications:
• Bachelor's degree in Statistics, Analytics, Mathematics, Systems, Information Technology, Computer Science, or related field.
• 2+ years experience in analytics, systems, information technology (IT), data management.
• 1+ year experience with Python/R (Python preferred).
• 1+ year experience in Tableau/Looker or any other visualization tools (Tableau preferred).
• Knowledge on predictive modeling is a plus.
• Experience with Hadoop, Hive, Spark, Kafka.
• 2+ year experience with SQL, RDBMS, Hive and No-SQL databases (for example Cassandra) is a plus.
• Masters degree or certificate in business analytics, data mining, or statistical analysis is a strong plus.
• Prior eCommerce experience is a plus.","Sunnyvale, CA",$69K-$127K (Glassdoor est.),"US Tech Solutions, Inc
3.7","Edison, NJ",1001 to 5000 employees,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD)
Data Analyst,"Ref ID: 00420-9502600417Classification: Data Analyst

Compensation: DOE

Emphasis query codes experience. Python, R and SQL.
BA with coding experience. Data transformation

Please send resumes to Trupti Deshpande.

Job Requirements:
This individual will create, run, maintain and review a variety of reports including enrollment/sales, forecast, grading, business trend, and financial. The position requires a strong understanding of systems, applications, and data structure with an ability report solutions for evolving business needs. This individual should thrive in a fast-paced, collaborative and dynamic environment. • Data transformation experience with Python libraries such as Numpy, SciPy and pandas • Successfully and quickly fulfill requests for development of ad-hoc reports. • Quickly learn business and system data structures for customized applications.

Robert Half Technology matches IT professionals with some of the best companies on a temporary, project or full-time basis. From roles in software and applications to IT infrastructure and operations, we provide you unparalleled access to exciting career opportunities. Our personalized approach, innovative matching technology and global network with local market expertise help you find the technology jobs that match your skills and priorities fast. By working with us, you have access to challenging opportunities, competitive compensation and benefits, and training to enhance your skill sets.

From philanthropy to environmental stewardship to employee programs, Robert Half is proud to have an active role in the communities in which we live and work. Our company has appeared on FORTUNEs Most Admired Companies list every year since 1998.

Download our mobile app to take your job search on the go!

Contact your local Robert Half Technology office at 888.490.4429 or visit www.roberthalf.com/jobs/technology to apply for this job now or find out more about other job opportunities.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2020 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.","Sunnyvale, CA",$69K-$127K (Glassdoor est.),"Robert Half
3.5","Menlo Park, CA",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Data Analyst,"Quicken is committed to helping people lead healthy financial lives. We have been the #1 personal financial management software for over 30 years and are fueling our growth with new business models and products to become the most used, most loved personal finance brand.We are in search of a detail-oriented Data Analyst to join our Marketing Analytics team. If obscure Excel functions permeate your dreams, or you view your life as a series of complex joins, then this might be the role for you. You'll be responsible for supporting our product, marketing & business teams in making better decisions.Responsibilities:Lead the design, analysis, and interpretation of experiments that shape decision-making around acquisition and retention marketing* Proactively perform data exploration to discover future testing opportunities by channel, product mix, customer segment* Challenge assumptions and push teams to ask the right questions, and then deliver the right answers* Take the initiative to find patterns & propose experiments against core product, marketing & business goals* Drive innovation by developing new experimentation methodologies, statistical techniques, and causal-inference approaches that could sharpen our marketing decision-making process* Present your research and insights to all levels of the company* Be a strategic partner and work with business stakeholders to connect analysis to key decisions that affect the business to influence and drive impact to the business* Mine product usage data, to identify interesting usage data that can be used in thought leadership campaignsSome initial projects might include:* Build marketing dashboards in QuickSight for executive and channel level views to help the team better understand results and trends that are impacting the business* Evaluate & create a better user engagement metric(s): what user behavior is better predictive of strong engagement and retention?* Conversion funnel analysis by channel and customer type /Reconcile data across different sources/platforms to offer a consolidated view of user journey, key conversion points* Build a predictive churn model, to identify users at risk of attrition and proactively mitigate the risk* Upgrade our Life Time Value (LTV) model based on the above improvements* Identify High Value Users to invite to our Loyalty program* Near term - Help identify influencing channel touches or cross-channel behavior (Future - Work with channel owners to implement and draw insights from multi-touch attribution tool)Qualifications:* Have the confidence to make quick decisions & the courage to fail forward in doing so* Have 4+ years of experience as a marketing or growth data analyst. Experience with both consumer and advertising technologies is a big plus* In-depth knowledge of inferential statistics and experimentation design and analyses* Have the ability to teach a masterclass in query writing and data visualization, with an emphasis on choosing the best approach and tools for the job* You are comfortable working with large data sets and analyzing complex data with SQL (a must) and potentially other tools such as Python or R* Have a strong understanding of hypothesis testing and experiment design* You are an expert at taking vague questions and crystallizing them into impactful experiments, statistical analysis or models for the business* You are able to multitask and work on multiple ongoing projects, with minimal oversight, documentation, and defined process* You have knowledge of QuickSight or similar Data visualization tools, and are a quick learner. You will be building out a set of QuickSight dashboards at the start.* You have exceptional communication skills and can manage stakeholder priorities directly* Have a Bachelor's degree in Statistics, Mathematics, Economics (quantitative) or equivalentQuicken is excited to be building a team of innovative and talented people that are dedicated to helping people improve their financial lives. We believe in giving our employees the benefits and perks to keep them happy and healthy. Whether it's generous healthcare benefits, a 5% matching 401(k) Plan, a gym subsidy, or unlimited snacks, we believe happy employees are successful employees. (Benefits and perks may vary based on location.) Come join our Quicken team!Quicken is proud to be an equal opportunity employer and considers qualified applicants without regard to race, color, religion, sex, national origin, ancestry, age, genetic information, sexual orientation, gender identity, marital or family status, veteran status, medical condition or disability.","Menlo Park, CA",$51K-$93K (Glassdoor est.),"QUICKEN INVESTMENT SERVICES, INC.",-1,-1,-1,-1,-1,-1
Data Analyst,"Zynga is a leading developer of the world’s most popular social games that are played by people around the world every single day. To-date, more than 1 billion people have played our games across Web and mobile, including Words With Friends, FarmVille, Zynga Poker, Merge Dragons, Empires & Puzzles, Hit it Rich! Slots and CSR.

Zynga’s Data Science and Analytics team uses our outstanding and expansive data to deliver fundamental insights on who our audience is, how they engage with our games, and what are the best ways to personalize their in game experience. We strive for a better understanding of our players which translates into challenges and features that delight them.

Here’s where you would come in: A successful candidate will be passionate about using analytics and data science to impact revenue through customer-centric, data-driven initiatives. He/she will partner with other analytics/data science teams and studio leaders around the globe to identify and act on opportunities to increase engagement, retention, revenue, optimization, and improve the player experience for our customers.

Lastly, he/she will have strong technical analytical skills across a wide spectrum, including strong proficiency in scripting languages such as SQL, R and Python, telemetry definition and data modelling, data aggregation and manipulation, customer analytics, business intelligence, data visualization, and data science techniques.

Responsibilities:
Own objective evaluation of game health and all content/feature releases, through daily KPI reports, bi-weekly business health meetings, and feature/event readouts and analysis.
Engage with game leadership team to provide insights and guidance derived from quantitative study; influence and analytically validate product assumptions and roadmap.
Conduct partner relationships with leads of the Product Management, Design, Marketing, Advertising and Production organizations to understand the analytical requirements of the business.
Build KPI dashboards/reports that signal deviations from expected outcomes, empowering feature owners to run performance for the business.
Own experimentation efforts, including experimental design and analysis.
Manage game team’s data assets by defining telemetry events, architecting data models, and defining data quality governance.
Collaborate with software architects, database engineers, analysts, data scientists and game teams to drive key strategic initiatives for the improvement of the data and analytics infrastructure.
Required Skills and Experience:
B.S. or B.A. in Math, Statistics, Comp Sci, Engineering, or other quantitative field required; graduate degree preferred
3+ years of meaningful work experience in data science or analytics role in a product support capacity
Strong experience in SQL; Proficient in Python; Adept in at least one visualization tool such as Tableau.
Proven experience with some of the following: statistics, experimental design, machine learning, data mining, predictive modeling, deep learning
Experience in analyzing large datasets, preferably in a Hadoop or Spark environment, and deploying production ready systems at scale
Strong written and oral communication skills
Ability to work effectively in a fast-paced environment with changing priorities
Strong passion for gaming.
Zynga is an equal opportunity employer. We are proud of our broad community; we do not discriminate on the basis of race, sex, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, medical condition, disability, or any other class or characteristic protected by applicable law. We welcome job-seekers, players, employees, and partners from all backgrounds. Join us!

We will consider all qualified job-seekers with criminal histories in a manner consistent with applicable law.

Zynga is committed to providing reasonable accommodation to applicants with disabilities. If you need an accommodation during the interview process, please let us know.","Austin, TX",$42K-$76K (Glassdoor est.),"Zynga
4.1","San Francisco, CA",1001 to 5000 employees,Company - Public,Video Games,Media,$500 million to $1 billion (USD)
Data Analyst,"The Data Analyst serves as a resource for business intelligence, performance and operational analysis for Central Health. Under general direction of the Analytics and Reporting Manager, the Data Analyst is responsible for organizing, analyzing and reporting on data from large clinical, financial and enrollment data sets. The Data Analyst will also assist in the design and development of data warehouses, performance dashboards and other systems that support the needs of an integrated network of physicians, safety net providers and hospitals to advance care that is patient centered and data driven.

Collect and document business requirements for reporting and analysis initiatives with customers.
Perform quantitative and/or qualitative data analysis and prepare results to share with internal and external customers.
Aid in design and development of data warehouse/data mart applications.
Interact with IT Team and Business Units to interpret dashboard requirement specifications and assist in the development and implementation of dashboards for the CCC.
Undertake complex data integration activities.
Utilize SQL or other advanced analytic tools to perform data extract and query functions.
Identify and troubleshoot data anomalies and irregularities.
Prepare written and oral reports that communicate necessary information to internal and external customers.
Produce and streamline as needed ongoing monthly, quarterly and annual reports in support of CCC.
Willingness to learn and work with Business Intelligence (BI) tools for extracting and compiling data.
Become a data subject matter expert (SME) and understand various sources and applications of CCC data.
Performs other duties as assigned.
KNOWLEDGE, SKILLS, AND ABILITIES
Use of statistics to solve problems and perform moderately complex data analysis.
Experience understanding and writing SQL queries in various environments.
Experience developing and troubleshooting programming code (e.g. SQL, SAS, STATA, R).
Demonstrated ability to manage and prioritize multiple projects with varying deadlines.
Compliance with data confidentiality and security procedures.
Perform complex operations in Microsoft Office Suite, with an emphasis on Excel and Access.
Ability to write and speak clearly, easily communicating complex ideas as indicated by audience.
Knowledge of healthcare, including medical claims coding, relationships between health plans, providers, and payers, a plus.

MINIMUM EDUCATION AND EXPERIENCE
Bachelor’s degree in related field required, Master’s degree preferred.
1-3 years of experience with data management and statistical analysis.
Proficiency in using SQL for database queries.
Experience in a health or healthcare field.
Experience using statistical analysis software such as SAS, R, or STATA is desirable but not required.
Any equivalent combination of education and/or experience may substitute.","Austin, TX",$42K-$76K (Glassdoor est.),"Central Health
3.6","Austin, TX",51 to 200 employees,Government,Health Care Services & Hospitals,Health Care,$5 to $10 million (USD)
Data Analyst,"The Data Analyst will be part of the Department of Family and Protective Services (DFPS) Office of Data and Systems Improvement (DSI). The position will act as an analyst in the Regional Systems Improvement Division. DSI works to build a preeminent system for protecting children and vulnerable adults from abuse, neglect and exploitation by partnering with DFPS leadership to continuously and proactively improve the agency's processes, practices, and functioning to ensure optimal outcomes for the people the agency serves.The DSI Team works with leadership to strategically use data to identify what parts of the system are working well and areas to target for improvement. The Team then works with the multiple divisions to explore the different aspects of a system (the people, policy, and processes) to find out why particular areas are performing well or need improvement. Working with leadership and, when appropriate, external stakeholders, the Team brainstorms what to do, helps implement plans, and tracks and reports on progress. Essential Job Functions:We're looking for someone who wants to dedicate their talents and abilities to serving and protecting the most vulnerable Texans. Someone who is excited to be a part of an established team of highly skilled, capable, and motivated individuals. We want someone who is intellectually curious, wanting to understand not just what is happening but why, and who's not afraid to think outside the box for innovative and new ways of doing things. We need someone who can engage a variety of people across the agency, building strong relationships and support for the work of our division. The specific job functions include:* Evaluate and conduct in-depth analyses of statewide systems and initiatives to proactively identify areas of strength and areas needing improvement.* When areas needing improvement are identified, support state office leadership in understanding root causes, crafting actionable plans and solutions, making needed adjustments and reporting on progress.* Create and provide strategic guidance on processes, tools and reports to assess quality casework, improve decision making and ensure client safety, including the use of predictive analytics to target high risk populations.* Organize and lead work groups, including internal and external stakeholders, and facilitate a collaborative approach to designing and implementing process, organizational, policy, training and other changes.* Explain data and analysis in a way that is understandable to those with limited data knowledge or experience. Knowledge Skills Abilities:* Ability to creatively problem solve, including accessing needed resources from multiple areas and sources and helping management think outside the box in developing solutions* Understanding of and demonstrated skill in project management - specifically being able to keep plans on track* An attitude of customer service with demonstrated experience in team-building and collaboration - helping management stay focused on outcomes to be achieved but being flexible and deferring to management with respect to how to best accomplish objectives* Knowledge of the child and adult welfare system generally - the purpose of child and adult welfare, how the system works along with governing policy and laws* Communication skills - the ability to communicate information orally and in writing in a way that is understandable for multiple different audiences, including taking complicated information and making it understandable* An ability to work with staff at all different levels* Data analysis skills - ability to understand and conduct basic data analysis* An understanding of and ability to apply process and systems improvement principles Registration or Licensure Requirements:None Initial Selection Criteria:Bachelor's degree (four years of applicable work experience can be substituted for the education criteria)Ability to travel (up to 40%)Experience organizing and leading workgroups and facilitating meetingsExperience communicating with individuals of differing levels of experience, knowledge, and authorityExperience implementing process, organizational, policy, and other systems level changeExperience in data analysis and use of Excel at a minimum.Experience with SQL and/or an analytics tool such as SAS, STATA, SPSS, R or Python preferred. Additional Information:None MOS Code:SB 389 Compliance: HHS Military Crosswalk (XLS).HHS agencies use E-Verify. You must bring your I-9 documentation with you on your first day of work.I-9 Form - Click here to download the I-9 form.In compliance with the Americans with Disabilities Act (ADA), HHS agencies will provide reasonable accommodation during the hiring and selection process for qualified individuals with a disability. If you need assistance completing the on-line application, contact the HHS Employee Service Center at 1-888-894-4747. If you are contacted for an interview and need accommodation to participate in the interview process, please notify the person scheduling the interview.","Austin, TX",$42K-$76K (Glassdoor est.),"Texas Health & Human Services Commission
2.8","Austin, TX",10000+ employees,Government,State & Regional Agencies,Government,Unknown / Non-Applicable
Data Analyst,"Job Description:

The client is currently implementing a Performance Management visualization portal pilot and in the planning stage of a client Performance Management and Data Analytics system with a goal to accomplish the following:
Development and publication of project management documents and deliverables in compliance with client Framework directives.
Conduct an in-house assessment of client data analytics and reporting needs.
Creation of statements of work that clearly define the services and deliverables required of a vendor in support of the implementation of the data and analytics solution.
Obtainment of matching federal funds for this initiative through the development of federally approved IAPD(s).
Design, development, and implementation of client performance portal using an agile methodology for all standard SDLC phases that include, but not limited to:
Validation of performance metric requirements.
Creation of EPICS/User Stories.
Creation and validation of dashboard and report mock-ups.
Automation of data acquisition from a variety of data sources.
Dashboard and report development.
Testing – integration, load and stress, and user.
Deployment/publication internally and externally.
Operations support and enhancement of the Performance Portal pilot.
Responsibilities:
Collaboration with the Chief Data Architect and the client Office of the Chief Technology Officer on technology and tool recommendations.
Implementation and configuration of developmental tools.
Coordination of infrastructure build-out and on-going support.
Collaboration with other members of the Data Analytics Support Team, key stakeholders, other agencies, and third-party vendors.
Participation in requirements and design sessions as a member of an agile sprint team.
Skills and Qualifications:

Required:
8 years of Strong analytical and problem-solving skills with experience architecting data analytics, performance management system, or data warehousing projects.
7 years of experience in defining integrative views of data drawn together from many data sources across the enterprise, including file extracts and different relational databases as sources.
7 years of experience in designing semantic data views to help visualization developers understand and access data using common business terms.
4 years of Strong dimensional modeling skills and proficiency in using data modeling tools such as Erwin.
4 years of demonstrated ability in engaging and communicating with stakeholders, across both business and technology functions
2 years of experience on an agile sprint team, preferably with prior experience as a member of a sprint team.
1 year of experience with JIRA software.
Preferred:
8 years of excellent oral and written communication skills.
7 years of experience in Risk management skills.
4 years of effectively manage multiple responsibilities, prioritize conflicting assignments, and switch quickly between assignments, as required.
3 years of prior experience in the Healthcare Industry.
2 years of prior experience with a client-agency.
2 years of experience with state-of-the-art software components for performance metrics data visualization or business intelligence environment.","Austin, TX",$42K-$76K (Glassdoor est.),"CYNET SYSTEMS
4.0","Ashburn, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Analyst,"Lightspeed Systems is looking for a passionate Data Analyst to transform our data into insights and insights into actions that could affect millions of K-12 students.

Using the latest tools and processes, Lightspeed Systems is able to maximize our technology offerings and deliver unparalleled service and support. The ideal candidate should be highly skilled in all aspects of data analytics, including storage and modeling, data mining, and storytelling with visualizations. Additionally, you should be committed to providing data in an ethical, sustainable, and self-service manner for continued innovation and growth by our various stakeholders.

ABOUT THE ROLE
Develop and maintain datastores by acquiring data from primary and secondary sources, writing scripts that will make our data evaluation process flexible and scalable
Define and implement data acquisition and integration logic, selecting appropriate combination of methods and tools within defined technology stack to ensure optimal scalability and performance
Proactively analyze data to answer key questions from stakeholders or out of self-initiated curiosity with an eye for what drives business performance, investigating and communicating areas for improvement in efficiency and productivity
Assist in interpreting and validating statistical models and A/B test results
Participate in strategic and tactical planning discussions - interface with business customers, gathering requirements and delivering complete self-service reporting solutions.
Work closely with project managers to understand and maintain focus on their analytical needs, including identifying critical metrics and KPIs, and deliver actionable insights to relevant decision-makers
Create and maintain rich interactive visualizations through data interpretation and analysis integrating various reporting components from multiple data sources
Applicants must be authorized to work for ANY employer in the US. We are unable to sponsor or take over sponsorship of employment Visa at this time.

ABOUT YOU
2+ years of relevant experience in a business analytics, business intelligence or comparable data engineering or data science role
Strong communication and interpersonal skills as you'll work cross-functionally across the organization (marketing, finance, sales, etc.you will work with every department)
Familiar with various supervised and unsupervised modeling techniques including but not limited to Decision Trees, Regressions, SVM, K-Means, Dimensionality Reduction, and others
A/B test experience preferred
Must be an analytical and creative thinker: wherever possible, you look to resolve questions through data and measurement
Strong attention to detail and accuracy you will be organizing and disseminating significant amounts of information on which business decisions will be made
You are skilled at being a storyteller with data
Online web analytics experience preferred but not required (measuring and tracking website behavior, interaction, pathing and fallout)
Desired Tools/Languages
SQL
Python, R, Perl, SAS, or other statistical packages/scripting languages
Experience with Cloud Environments and Tools (AWS, GCP, Azure)
Experience with traditional data stores (PostgreSQL, SQL Server, MySQL), NoSQL datastores (Cassandra, DynamoDB), and file system stores (HDFS, S3)
Experience with BI tools (Tableau, Looker, SiSense, etc)P
We require all qualified applicants, as part of the application process, to complete a set of assessments. We invite you to jump start your application for this role by completing our assessment (it will only take 7-10 minutes).

ABOUT US

Education is undergoing a technology revolution with new devices and tools being added to the classroom every day and IT departments are responsible for keeping all this technology managed, safe and working. That is where we come in! Lightspeed Systems, ed-tech provider and leader in K-12 device filtering for 20 years, partners with schools to make learning safe, managed and mobile. Learn more at www.lightspeedsystems.com.

We love our employees, and we show it. A sneak peek into our BENEFITS & PERKS include:
Health -- Medical, dental and vision insurance with healthy company contribution toward premiums.
Wellness -- Lightspeed kicks cash into your HSA if you participate our HDHP. Employees are provided an adjustable desk and onsite gyms at some offices. Healthy Holiday and PTO policy.
Retirement -- 401(k) matching up to 6%
Perks -- Fully stocked kitchen with snacks and beverages. Some lunches provided as well!","Austin, TX",$42K-$76K (Glassdoor est.),"Lightspeed Systems
4.3","Austin, TX",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD)
Data Analyst,"Job Description
Job description

• Interpret data, analyze results using statistical techniques and provide ongoing reports

• Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality

• Acquire data from primary or secondary data sources and maintain databases/data systems

• Identify, analyze, and interpret trends or patterns in complex data sets

• Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems

• Work with management to prioritize business and information needs

• Locate and define new process improvement opportunities

Requirements

• Proven work experience as a data analyst or business data analyst

• Technical expertise regarding data models, database design development, data mining and segmentation techniques

• Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks)

• Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc)

• Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy

• Adept at queries, report writing and presenting findings

• Master's in Computer Science or Engineering Management or Project Management or Information Systems/Technology (Preferred)

Powered by JazzHR

dBytDC4pf7","Austin, TX",$42K-$76K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","Woodridge, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD)
Data Analyst,"Ref ID: 04160-9502602115Classification: Data Analyst

Compensation: $52.18 to $60.00 hourly

Robert Half Technology is looking for a Data Analyst to help our client in South Austin on an upcoming short term project.

Duties:
Collect and document business requirements for reporting and analysis initiatives with customers.
Perform quantitative and/or qualitative data analysis and prepare results to share with internal and external customers.
Aid in design and development of data warehouse/data mart applications.
Undertake complex data integration activities.
Utilize SQL or other advanced analytic tools to perform data extract and query functions.
Identify and troubleshoot data anomalies and irregularities.
Prepare written and oral reports that communicate necessary information to internal and external customers.
Willingness to learn and work with Business Intelligence (BI) tools for extracting and compiling data.
Become a data subject matter expert (SME) and understand various sources and applications of CCC data.
Performs other duties as assigned.
Job Requirements:
Use of statistics to solve problems and perform moderately complex data analysis. - Experience understanding and writing SQL queries in various environments. - Experience developing and troubleshooting programming code (e.g. SQL, SAS, STATA, R). - Demonstrated ability to manage and prioritize multiple projects with varying deadlines. - Compliance with data confidentiality and security procedures. - Perform complex operations in Microsoft Office Suite, with an emphasis on Excel and Access. - Ability to write and speak clearly, easily communicating complex ideas as indicated by audience. - Knowledge of healthcare, including medical claims coding, relationships between health plans, providers, and payers, a plus. MINIMUM EDUCATION AND EXPERIENCE - Bachelors degree in related field required, Masters degree preferred. - 1-3 years of experience with data management and statistical analysis. - Proficiency in using SQL for database queries. - Experience in a health or healthcare field. - Experience using statistical analysis software such as SAS, R, or STATA is desirable but not required. - Any equivalent combination of education and/or experience may substitute Apply today if interested.
Robert Half Technology matches IT professionals with some of the best companies on a temporary, project or full-time basis. From roles in software and applications to IT infrastructure and operations, we provide you unparalleled access to exciting career opportunities. Our personalized approach, innovative matching technology and global network with local market expertise help you find the technology jobs that match your skills and priorities fast. By working with us, you have access to challenging opportunities, competitive compensation and benefits, and training to enhance your skill sets.

From philanthropy to environmental stewardship to employee programs, Robert Half is proud to have an active role in the communities in which we live and work. Our company has appeared on FORTUNEs Most Admired Companies list every year since 1998.

Download our mobile app to take your job search on the go!

Contact your local Robert Half Technology office at 888.490.4429 or visit www.roberthalf.com/jobs/technology to apply for this job now or find out more about other job opportunities.

All applicants applying for U.S. job openings must be authorized to work in the United States. All applicants applying for Canadian job openings must be authorized to work in Canada.

© 2020 Robert Half Technology. An Equal Opportunity Employer M/F/Disability/Veterans.

By clicking 'Apply Now' you are agreeing to Robert Half Terms of Use.","Austin, TX",$42K-$76K (Glassdoor est.),"Robert Half
3.5","Menlo Park, CA",10000+ employees,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD)
Data Analyst,"Job Description
Data Analyst Responsibilities:
Interpreting data, analyzing results using statistical techniques
Developing and implementing data analyses, data collection systems and other strategies that optimize statistical efficiency and quality
Acquiring data from primary or secondary data sources and maintaining databases
We are looking for a passionate certified Data Analyst. The successful candidate will turn data into information, information into insight and insight into business decisions.

Data Analyst Job Duties

Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements.","Austin, TX",$53K-$104K (Glassdoor est.),Cyclex Systems,-1,-1,-1,-1,-1,-1
