,job title,skills,min salary,max salary,avg salary
1056,Financial Analyst,Budgeting,65000,75000,70000.0
1057,Financial Analyst,,65000,75000,70000.0
1058,Business Systems Analyst,Power BI,73000,93000,83000.0
1059,Business Systems Analyst,Relational databases,73000,93000,83000.0
1060,Business Systems Analyst,SQL,73000,93000,83000.0
1061,Business Systems Analyst,ERP systems,73000,93000,83000.0
1062,Business Systems Analyst,System design,73000,93000,83000.0
1063,Business Systems Analyst,,73000,93000,83000.0
1064,Business Systems Analyst,,73000,93000,83000.0
1065,Financial Analyst,Microsoft Excel,88184,110000,99092.0
1066,Financial Analyst,ERP systems,88184,110000,99092.0
1067,Financial Analyst,Horizontal drilling,88184,110000,99092.0
1068,Financial Analyst,CPA,88184,110000,99092.0
1069,Financial Analyst,Financial analysis,88184,110000,99092.0
1070,Financial Analyst,,88184,110000,99092.0
1071,Financial Analyst,,88184,110000,99092.0
1072,Financial Analyst,,88184,110000,99092.0
1073,Financial Analyst,,88184,110000,99092.0
1074,Business Analyst,Accounting,45000,65000,55000.0
1075,Business Analyst,Analysis skills,45000,65000,55000.0
1076,Business Analyst,Yardi,45000,65000,55000.0
1077,Business Analyst,Microsoft Excel,45000,65000,55000.0
1078,Business Analyst,ERP systems,45000,65000,55000.0
1079,Business Analyst,,45000,65000,55000.0
1080,Operations Analyst,Manufacturing,63000,90000,76500.0
1081,Operations Analyst,Microsoft Excel,63000,90000,76500.0
1082,Operations Analyst,ERP systems,63000,90000,76500.0
1083,Operations Analyst,Data visualization,63000,90000,76500.0
1084,Operations Analyst,Data collection,63000,90000,76500.0
1085,Operations Analyst,,63000,90000,76500.0
1086,Operations Analyst,,63000,90000,76500.0
1087,Operations Analyst,,63000,90000,76500.0
1088,Sales Analyst,Analysis skills,56000,79000,67500.0
1089,Sales Analyst,Power BI,56000,79000,67500.0
1090,Sales Analyst,Manufacturing,56000,79000,67500.0
1091,Sales Analyst,SQL,56000,79000,67500.0
1092,Sales Analyst,Microsoft Excel,56000,79000,67500.0
1093,Sales Analyst,,56000,79000,67500.0
1094,Business Analyst,SQL,50000,90000,70000.0
1095,Business Analyst,Kanban,50000,90000,70000.0
1096,Business Analyst,ERP systems,50000,90000,70000.0
1097,Business Analyst,Scrum,50000,90000,70000.0
1098,Business Analyst,Mobile applications,50000,90000,70000.0
1099,Business Analyst,,50000,90000,70000.0
1100,Business Analyst,ERP systems,65000,88000,76500.0
1101,Business Analyst,Salesforce Certification,65000,88000,76500.0
1102,Business Analyst,Salesforce,65000,88000,76500.0
1103,Business Analyst,Enterprise software,65000,88000,76500.0
1104,Business Analyst,IIBA Certification,65000,88000,76500.0
1105,Business Analyst,,65000,88000,76500.0
1106,Business Analyst,,65000,88000,76500.0
1107,Business Analyst,SQL,60000,80000,70000.0
1108,Business Analyst,ERP systems,60000,80000,70000.0
1109,Business Analyst,Communication skills,60000,80000,70000.0
1110,Business Analyst,Writing skills,60000,80000,70000.0
1111,Business Analyst,ITIL,60000,80000,70000.0
1112,Business Analyst,,60000,80000,70000.0
1113,Business Systems Analyst,JD Edwards,87600,131800,109700.0
1114,Business Systems Analyst,SQL,87600,131800,109700.0
1115,Business Systems Analyst,ERP systems,87600,131800,109700.0
1116,Business Systems Analyst,Procurement,87600,131800,109700.0
1117,Business Systems Analyst,Communication skills,87600,131800,109700.0
1118,Business Systems Analyst,,87600,131800,109700.0
1119,Sales Analyst,Microsoft Excel,53000,69000,61000.0
1120,Sales Analyst,ERP systems,53000,69000,61000.0
1121,Sales Analyst,SAP ERP,53000,69000,61000.0
1122,Sales Analyst,Microsoft Powerpoint,53000,69000,61000.0
1123,Sales Analyst,Presentation skills,53000,69000,61000.0
1124,Sales Analyst,,53000,69000,61000.0
1125,Sales Analyst,,53000,69000,61000.0
1126,Business Analyst,Manufacturing,49000,64000,56500.0
1127,Business Analyst,Microsoft Excel,49000,64000,56500.0
1128,Business Analyst,Windows,49000,64000,56500.0
1129,Business Analyst,ERP systems,49000,64000,56500.0
1130,Business Analyst,Data collection,49000,64000,56500.0
1131,Business Analyst,,49000,64000,56500.0
1132,Business Analyst,Change management,75000,85000,80000.0
1133,Business Analyst,Manufacturing,75000,85000,80000.0
1134,Business Analyst,Azure,75000,85000,80000.0
1135,Business Analyst,SQL,75000,85000,80000.0
1136,Business Analyst,ERP systems,75000,85000,80000.0
1137,IT Business Analyst,Change management,64000,83000,73500.0
1138,IT Business Analyst,Manufacturing,64000,83000,73500.0
1139,IT Business Analyst,Azure,64000,83000,73500.0
1140,IT Business Analyst,SQL,64000,83000,73500.0
1141,IT Business Analyst,ERP systems,64000,83000,73500.0
1142,Business Analyst,Microsoft Access,62000,81000,71500.0
1143,Business Analyst,JD Edwards,62000,81000,71500.0
1144,Business Analyst,Microsoft Excel,62000,81000,71500.0
1145,Business Analyst,Sales,62000,81000,71500.0
1146,Business Analyst,Database development,62000,81000,71500.0
1147,Business Analyst,,62000,81000,71500.0
1148,Financial Analyst,Accounting,63000,85000,74000.0
1149,Financial Analyst,Analysis skills,63000,85000,74000.0
1150,Financial Analyst,Power BI,63000,85000,74000.0
1151,Financial Analyst,Cognos,63000,85000,74000.0
1152,Financial Analyst,Tableau,63000,85000,74000.0
1153,Financial Analyst,,63000,85000,74000.0
1154,Sales Analyst,Writing skills,57000,83000,70000.0
1155,Sales Analyst,EDI,57000,83000,70000.0
1156,Sales Analyst,Customer service,57000,83000,70000.0
1157,Sales Analyst,Microsoft Excel,57000,83000,70000.0
1158,Sales Analyst,ERP systems,57000,83000,70000.0
1159,Sales Analyst,,57000,83000,70000.0
1160,ERP Analyst,Project management,100000,140000,120000.0
1161,ERP Analyst,PMP,100000,140000,120000.0
1162,ERP Analyst,Jira,100000,140000,120000.0
1163,ERP Analyst,ERP systems,100000,140000,120000.0
1164,ERP Analyst,Business analysis,100000,140000,120000.0
1165,ERP Analyst,,100000,140000,120000.0
1166,Financial Analyst,Analysis skills,59000,80000,69500.0
1167,Financial Analyst,ERP systems,59000,80000,69500.0
1168,Financial Analyst,Business analysis,59000,80000,69500.0
1169,Financial Analyst,Hyperion,59000,80000,69500.0
1170,Financial Analyst,Financial modeling,59000,80000,69500.0
1171,Financial Analyst,,59000,80000,69500.0
1172,Business Analyst,Citrix,84000,120000,102000.0
1173,Business Analyst,Project planning,84000,120000,102000.0
1174,Business Analyst,iOS,84000,120000,102000.0
1175,Business Analyst,Azure,84000,120000,102000.0
1176,Business Analyst,VMWare,84000,120000,102000.0
1177,Business Analyst,,84000,120000,102000.0
1178,ERP Analyst,Writing skills,78000,110000,94000.0
1179,ERP Analyst,Project management,78000,110000,94000.0
1180,ERP Analyst,Visio,78000,110000,94000.0
1181,ERP Analyst,Lawson,78000,110000,94000.0
1182,ERP Analyst,Microsoft Excel,78000,110000,94000.0
1183,Business Analyst,Tableau,67000,99000,83000.0
1184,Business Analyst,Business analysis,67000,99000,83000.0
1185,Business Analyst,,67000,99000,83000.0
1186,ERP Analyst,EDI,85000,100000,92500.0
1187,ERP Analyst,Product management,85000,100000,92500.0
1188,ERP Analyst,Communication skills,85000,100000,92500.0
1189,ERP Analyst,,85000,100000,92500.0
1190,ERP Analyst,,85000,100000,92500.0
1191,Financial Analyst,Microsoft Excel,54000,67000,60500.0
1192,Financial Analyst,Negotiation,54000,67000,60500.0
1193,Financial Analyst,Conflict management,54000,67000,60500.0
1194,Financial Analyst,HR sourcing,54000,67000,60500.0
1195,Financial Analyst,Logistics,54000,67000,60500.0
1196,Business Systems Analyst,Power BI,72000,98000,85000.0
1197,Business Systems Analyst,SQL,72000,98000,85000.0
1198,Business Systems Analyst,ERP systems,72000,98000,85000.0
1199,Business Systems Analyst,Writing skills,72000,98000,85000.0
1200,Business Systems Analyst,SharePoint,72000,98000,85000.0
1201,Sales Analyst,Manufacturing,68000,95000,81500.0
1202,Sales Analyst,Microsoft Excel,68000,95000,81500.0
1203,Sales Analyst,Sales,68000,95000,81500.0
1204,Sales Analyst,ERP systems,68000,95000,81500.0
1205,Sales Analyst,Microsoft Powerpoint,68000,95000,81500.0
1206,Sales Analyst,,68000,95000,81500.0
1207,Sales Analyst,,68000,95000,81500.0
1208,Sales Analyst,,68000,95000,81500.0
1209,Operations Analyst,Word processing,70000,75000,72500.0
1210,Operations Analyst,Relational databases,70000,75000,72500.0
1211,Operations Analyst,Manufacturing,70000,75000,72500.0
1212,Operations Analyst,Windows,70000,75000,72500.0
1213,Operations Analyst,Software troubleshooting,70000,75000,72500.0
1214,Operations Analyst,,70000,75000,72500.0
1215,Operations Analyst,Word processing,70000,75000,72500.0
1216,Operations Analyst,ITIL,70000,75000,72500.0
1217,Operations Analyst,EDI,70000,75000,72500.0
1218,Operations Analyst,Operating systems,70000,75000,72500.0
1219,Operations Analyst,Relational databases,70000,75000,72500.0
1220,Operations Analyst,,70000,75000,72500.0
1221,Business Analyst,Warehouse management,79000,110000,94500.0
1222,Business Analyst,Requirements gathering,79000,110000,94500.0
1223,Business Analyst,Analysis skills,79000,110000,94500.0
1224,Business Analyst,Power BI,79000,110000,94500.0
1225,Business Analyst,SQL,79000,110000,94500.0
1226,Business Analyst,,79000,110000,94500.0
1227,ERP Analyst,Warehouse management,56000,75000,65500.0
1228,ERP Analyst,Power BI,56000,75000,65500.0
1229,ERP Analyst,Microsoft Excel,56000,75000,65500.0
1230,ERP Analyst,ERP systems,56000,75000,65500.0
1231,ERP Analyst,Microsoft Powerpoint,56000,75000,65500.0
1232,ERP Analyst,,56000,75000,65500.0
1233,Business Process Analyst,Project management,68000,90000,79000.0
1234,Business Process Analyst,Accounting,68000,90000,79000.0
1235,Business Process Analyst,Power BI,68000,90000,79000.0
1236,Business Process Analyst,Microsoft Excel,68000,90000,79000.0
1237,Business Process Analyst,ERP systems,68000,90000,79000.0
1238,Business Process Analyst,,68000,90000,79000.0
1239,Business Analyst,Supply chain,110000,160000,135000.0
1240,Business Analyst,SAP,110000,160000,135000.0
1241,Business Analyst,Business analysis,110000,160000,135000.0
1242,Business Analyst,SAP Supply Chain Management,110000,160000,135000.0
1243,IT Business Analyst,Manufacturing,61000,89000,75000.0
1244,IT Business Analyst,Microsoft Excel,61000,89000,75000.0
1245,IT Business Analyst,ERP systems,61000,89000,75000.0
1246,IT Business Analyst,Business analysis,61000,89000,75000.0
1247,IT Business Analyst,Microsoft Powerpoint,61000,89000,75000.0
1248,IT Business Analyst,,61000,89000,75000.0
1249,Financial Analyst,Accounting,74000,111000,92500.0
1250,Financial Analyst,SQL,74000,111000,92500.0
1251,Financial Analyst,Microsoft Excel,74000,111000,92500.0
1252,Financial Analyst,ERP systems,74000,111000,92500.0
1253,Financial Analyst,Communication skills,74000,111000,92500.0
1254,Financial Analyst,,74000,111000,92500.0
1255,Financial Analyst,Accounting,75000,85000,80000.0
1256,Financial Analyst,Microsoft Excel,75000,85000,80000.0
1257,Financial Analyst,ERP systems,75000,85000,80000.0
1258,Financial Analyst,Communication skills,75000,85000,80000.0
1259,Financial Analyst,Analysis skills,75000,85000,80000.0
1260,Financial Analyst,,75000,85000,80000.0
1261,Business Analyst,Power BI,70000,80000,75000.0
1262,Business Analyst,Relational databases,70000,80000,75000.0
1263,Business Analyst,SQL,70000,80000,75000.0
1264,Business Analyst,Microsoft Excel,70000,80000,75000.0
1265,Business Analyst,Digital marketing,70000,80000,75000.0
1266,Business Analyst,,70000,80000,75000.0
1267,Business Analyst,Power BI,48000,69000,58500.0
1268,Business Analyst,Data structures,48000,69000,58500.0
1269,Business Analyst,Business analysis,48000,69000,58500.0
1270,Sales Analyst,Analysis skills,63000,89000,76000.0
1271,Sales Analyst,Manufacturing,63000,89000,76000.0
1272,Sales Analyst,Analytics,63000,89000,76000.0
1273,Sales Analyst,CPIM,63000,89000,76000.0
1274,Sales Analyst,Sales,63000,89000,76000.0
1275,Sales Analyst,,63000,89000,76000.0
1276,Business Systems Analyst,Bank Secrecy Act,45000,60000,52500.0
1277,Business Systems Analyst,ERP systems,45000,60000,52500.0
1278,Business Systems Analyst,SaaS,45000,60000,52500.0
1279,Business Systems Analyst,Communication skills,45000,60000,52500.0
1280,Business Systems Analyst,IT,45000,60000,52500.0
1281,Business Systems Analyst,,45000,60000,52500.0
1282,ERP Analyst,Microsoft Access,63000,89000,76000.0
1283,ERP Analyst,Manufacturing,63000,89000,76000.0
1284,ERP Analyst,SQL,63000,89000,76000.0
1285,ERP Analyst,Sanitation,63000,89000,76000.0
1286,ERP Analyst,SharePoint,63000,89000,76000.0
1287,ERP Analyst,,63000,89000,76000.0
1288,ERP Analyst,,63000,89000,76000.0
1289,ERP Analyst,PMP,85000,100000,92500.0
1290,ERP Analyst,ERP systems,85000,100000,92500.0
1291,ERP Analyst,Business analysis,85000,100000,92500.0
1292,ERP Analyst,Communication skills,85000,100000,92500.0
1293,ERP Analyst,Management,85000,100000,92500.0
1294,ERP Analyst,,85000,100000,92500.0
1295,ERP Analyst,,85000,100000,92500.0
1296,ERP Analyst,,85000,100000,92500.0
1297,Business Analyst,Power BI,75000,100000,87500.0
1298,Business Analyst,SQL,75000,100000,87500.0
1299,Business Analyst,ERP systems,75000,100000,87500.0
1300,Business Analyst,Communication skills,75000,100000,87500.0
1301,Business Analyst,R,75000,100000,87500.0
1302,Business Analyst,,75000,100000,87500.0
1303,Operations Analyst,Analysis skills,67000,95000,81000.0
1304,Operations Analyst,Cost accounting,67000,95000,81000.0
1305,Operations Analyst,Manufacturing,67000,95000,81000.0
1306,Operations Analyst,Root cause analysis,67000,95000,81000.0
1307,Operations Analyst,ERP systems,67000,95000,81000.0
1308,Operations Analyst,,67000,95000,81000.0
1309,Operations Analyst,,67000,95000,81000.0
1310,Business Systems Analyst,ERP systems,56425,127734,92079.5
1311,Business Systems Analyst,Communication skills,56425,127734,92079.5
1312,Business Systems Analyst,ITIL,56425,127734,92079.5
1313,Business Systems Analyst,Project management,56425,127734,92079.5
1314,Business Systems Analyst,Analysis skills,56425,127734,92079.5
1315,Business Systems Analyst,,56425,127734,92079.5
1316,Business Systems Analyst,,56425,127734,92079.5
1317,Operations Analyst,Warehouse management,55000,78000,66500.0
1318,Operations Analyst,Relational databases,55000,78000,66500.0
1319,Operations Analyst,SQL,55000,78000,66500.0
1320,Operations Analyst,Microsoft Excel,55000,78000,66500.0
1321,Operations Analyst,SAP Supply Chain Management,55000,78000,66500.0
1322,Operations Analyst,,55000,78000,66500.0
1323,Operations Analyst,,55000,78000,66500.0
1324,Operations Analyst,,55000,78000,66500.0
1325,Business Analyst,Communication skills,38000,55000,46500.0
1326,Business Analyst,IT,38000,55000,46500.0
1327,Business Analyst,Microsoft Office,38000,55000,46500.0
1328,Business Analyst,Organizational skills,38000,55000,46500.0
1329,Business Analyst,Analysis skills,38000,55000,46500.0
1330,Business Analyst,,38000,55000,46500.0
1331,Business Analyst,Unit testing,96000,130000,113000.0
1332,Business Analyst,IFRS,96000,130000,113000.0
1333,Business Analyst,SAP S/4HANA,96000,130000,113000.0
1334,Business Analyst,Workday,96000,130000,113000.0
1335,Business Analyst,SAP,96000,130000,113000.0
1336,Business Analyst,,96000,130000,113000.0
1337,IT Business Analyst,Analysis skills,120000,150000,135000.0
1338,IT Business Analyst,Business process modeling,120000,150000,135000.0
1339,IT Business Analyst,ERP systems,120000,150000,135000.0
1340,IT Business Analyst,Business analysis,120000,150000,135000.0
1341,IT Business Analyst,SAP ERP,120000,150000,135000.0
1342,IT Business Analyst,,120000,150000,135000.0
1343,Business Analyst,Analysis skills,74000,99000,86500.0
1344,Business Analyst,Agile,74000,99000,86500.0
1345,Business Analyst,Analytics,74000,99000,86500.0
1346,Business Analyst,Microsoft Excel,74000,99000,86500.0
1347,Business Analyst,Smartsheet,74000,99000,86500.0
1348,Business Analyst,,74000,99000,86500.0
1349,IT Business Analyst,Accounting,57000,73000,65000.0
1350,IT Business Analyst,Microsoft Excel,57000,73000,65000.0
1351,IT Business Analyst,SAP,57000,73000,65000.0
1352,IT Business Analyst,Microsoft Powerpoint,57000,73000,65000.0
1353,IT Business Analyst,Microsoft Outlook,57000,73000,65000.0
1354,IT Business Analyst,,57000,73000,65000.0
1355,ERP Analyst,SQL,57108,105984,81546.0
1356,ERP Analyst,Database development,57108,105984,81546.0
1357,ERP Analyst,ERP systems,57108,105984,81546.0
1358,ERP Analyst,Systems analysis,57108,105984,81546.0
1359,ERP Analyst,Software troubleshooting,57108,105984,81546.0
1360,ERP Analyst,,57108,105984,81546.0
1361,Accountant,Word processing,59000,84000,71500.0
1362,Accountant,Accounting,59000,84000,71500.0
1363,Accountant,10 key typing,59000,84000,71500.0
1364,Accountant,Teaching,59000,84000,71500.0
1365,Accountant,Certified Management Accountant,59000,84000,71500.0
1366,Accountant,,59000,84000,71500.0
1367,Accountant,,59000,84000,71500.0
1368,Business Systems Analyst,Power BI,55000,80000,67500.0
1369,Business Systems Analyst,SQL,55000,80000,67500.0
1370,Business Systems Analyst,Microsoft Dynamics 365,55000,80000,67500.0
1371,Business Systems Analyst,Remote access software,55000,80000,67500.0
1372,Business Systems Analyst,VBA,55000,80000,67500.0
1373,Business Systems Analyst,,55000,80000,67500.0
1374,ERP Analyst,SQL,69000,95000,82000.0
1375,ERP Analyst,ERP systems,69000,95000,82000.0
1376,ERP Analyst,Visual Studio,69000,95000,82000.0
1377,ERP Analyst,Crystal Reports,69000,95000,82000.0
1378,ERP Analyst,Project management,69000,95000,82000.0
1379,ERP Analyst,,69000,95000,82000.0
1380,Business Analyst,Confluence,80000,150000,115000.0
1381,Business Analyst,Manufacturing,80000,150000,115000.0
1382,Business Analyst,Microsoft Excel,80000,150000,115000.0
1383,Business Analyst,ERP systems,80000,150000,115000.0
1384,Business Analyst,Visual design,80000,150000,115000.0
1385,Business Analyst,,80000,150000,115000.0
1386,Business Analyst,,80000,150000,115000.0
1387,Business Systems Analyst,Accounting,90000,130000,110000.0
1388,Business Systems Analyst,Power BI,90000,130000,110000.0
1389,Business Systems Analyst,Data modeling,90000,130000,110000.0
1390,Business Systems Analyst,SQL,90000,130000,110000.0
1391,Business Systems Analyst,Microsoft Excel,90000,130000,110000.0
1392,Business Systems Analyst,,90000,130000,110000.0
1393,Business Analyst,Manufacturing,54000,76000,65000.0
1394,Business Analyst,SQL,54000,76000,65000.0
1395,Business Analyst,Communication skills,54000,76000,65000.0
1396,Business Analyst,SyteLine,54000,76000,65000.0
1397,Business Analyst,Analysis skills,54000,76000,65000.0
1398,Business Analyst,,54000,76000,65000.0
1399,Operations Analyst,Analysis skills,55000,74000,64500.0
1400,Operations Analyst,,55000,74000,64500.0
1401,Business Systems Analyst,Relational databases,58298,61575,59936.5
1402,Business Systems Analyst,SQL,58298,61575,59936.5
1403,Business Systems Analyst,Payroll,58298,61575,59936.5
1404,Business Systems Analyst,Software troubleshooting,58298,61575,59936.5
1405,Business Systems Analyst,Communication skills,58298,61575,59936.5
1406,Business Systems Analyst,,58298,61575,59936.5
1407,Business Systems Analyst,Supply chain management,80000,110000,95000.0
1408,Business Systems Analyst,Supply chain,80000,110000,95000.0
1409,Business Systems Analyst,SQL,80000,110000,95000.0
1410,Business Systems Analyst,ERP systems,80000,110000,95000.0
1411,Business Systems Analyst,Warehouse management system,80000,110000,95000.0
1412,Business Systems Analyst,,80000,110000,95000.0
1413,Business Systems Analyst,,80000,110000,95000.0
1414,ERP Analyst,Requirements gathering,64000,87000,75500.0
1415,ERP Analyst,Relational databases,64000,87000,75500.0
1416,ERP Analyst,Manufacturing,64000,87000,75500.0
1417,ERP Analyst,SQL,64000,87000,75500.0
1418,ERP Analyst,Microsoft Excel,64000,87000,75500.0
1419,ERP Analyst,,64000,87000,75500.0
1420,ERP Analyst,,64000,87000,75500.0
1421,Business Analyst,Power BI,89000,130000,109500.0
1422,Business Analyst,Relational databases,89000,130000,109500.0
1423,Business Analyst,Azure,89000,130000,109500.0
1424,Business Analyst,SQL,89000,130000,109500.0
1425,Business Analyst,ERP systems,89000,130000,109500.0
1426,Business Analyst,,89000,130000,109500.0
1427,IT Business Analyst,Technical writing,56000,77000,66500.0
1428,IT Business Analyst,Software troubleshooting,56000,77000,66500.0
1429,IT Business Analyst,,56000,77000,66500.0
1430,IT Business Analyst,,56000,77000,66500.0
1431,Sales Analyst,Manufacturing,56000,77000,66500.0
1432,Sales Analyst,Customer service,56000,77000,66500.0
1433,Sales Analyst,Microsoft Excel,56000,77000,66500.0
1434,Sales Analyst,SAP,56000,77000,66500.0
1435,Sales Analyst,ERP systems,56000,77000,66500.0
1436,Sales Analyst,,56000,77000,66500.0
1437,Business Analyst,SQL,93000,120000,106500.0
1438,Business Analyst,Microsoft Excel,93000,120000,106500.0
1439,Business Analyst,ERP systems,93000,120000,106500.0
1440,Business Analyst,Microsoft Powerpoint,93000,120000,106500.0
1441,Business Analyst,Communication skills,93000,120000,106500.0
1442,Business Analyst,,93000,120000,106500.0
1443,Business Analyst,,93000,120000,106500.0
1444,Business Analyst,,93000,120000,106500.0
1445,Business Analyst,,93000,120000,106500.0
1446,Sales Analyst,Communication skills,59000,79000,69000.0
1447,Sales Analyst,Microsoft Excel,59000,79000,69000.0
1448,Sales Analyst,ERP systems,59000,79000,69000.0
1449,Sales Analyst,Oracle,59000,79000,69000.0
1450,Sales Analyst,SOX,59000,79000,69000.0
1451,Sales Analyst,,59000,79000,69000.0
1452,Business Analyst,Power BI,65000,100000,82500.0
1453,Business Analyst,EDI,65000,100000,82500.0
1454,Business Analyst,Customer service,65000,100000,82500.0
1455,Business Analyst,ERP systems,65000,100000,82500.0
1456,Business Analyst,SSIS,65000,100000,82500.0
1457,Business Analyst,,65000,100000,82500.0
1458,Accountant,Accounting,61000,84000,72500.0
1459,Accountant,General ledger reconciliation,61000,84000,72500.0
1460,Accountant,Microsoft Excel,61000,84000,72500.0
1461,Accountant,Microsoft Powerpoint,61000,84000,72500.0
1462,Accountant,Communication skills,61000,84000,72500.0
1463,Accountant,,61000,84000,72500.0
1464,Accountant,,61000,84000,72500.0
1465,Operations Analyst,Communication skills,59000,74000,66500.0
1466,Operations Analyst,,59000,74000,66500.0
1467,Data Analyst,Analysis skills,70000,85000,77500.0
1468,Data Analyst,Manufacturing,70000,85000,77500.0
1469,Data Analyst,Microsoft Excel,70000,85000,77500.0
1470,Data Analyst,SAP,70000,85000,77500.0
1471,Data Analyst,ERP systems,70000,85000,77500.0
1472,Data Analyst,,70000,85000,77500.0
1473,Operations Analyst,Project management,57000,79000,68000.0
1474,Operations Analyst,Accounting,57000,79000,68000.0
1475,Operations Analyst,Analysis skills,57000,79000,68000.0
1476,Operations Analyst,SQL,57000,79000,68000.0
1477,Operations Analyst,Microsoft Excel,57000,79000,68000.0
1478,Financial Analyst,VBA,86000,130000,108000.0
1479,Financial Analyst,Microsoft Excel,86000,130000,108000.0
1480,Financial Analyst,Communication skills,86000,130000,108000.0
1481,Financial Analyst,Cash flow analysis,86000,130000,108000.0
1482,Financial Analyst,ASC 606,86000,130000,108000.0
1483,Financial Analyst,,86000,130000,108000.0
1484,ERP Analyst,Microsoft Dynamics GP,75000,105000,90000.0
1485,ERP Analyst,Bank Secrecy Act,75000,105000,90000.0
1486,ERP Analyst,Certified Salesforce Administrator,75000,105000,90000.0
1487,ERP Analyst,Power BI,75000,105000,90000.0
1488,ERP Analyst,Azure,75000,105000,90000.0
1489,ERP Analyst,,75000,105000,90000.0
1490,ERP Analyst,Manufacturing,77000,110000,93500.0
1491,ERP Analyst,Microsoft Excel,77000,110000,93500.0
1492,ERP Analyst,ERP systems,77000,110000,93500.0
1493,ERP Analyst,Microsoft Powerpoint,77000,110000,93500.0
1494,ERP Analyst,Lean manufacturing,77000,110000,93500.0
1495,ERP Analyst,,77000,110000,93500.0
1496,Business Systems Analyst,Analysis skills,67000,86000,76500.0
1497,Business Systems Analyst,Microsoft Dynamics GP,67000,86000,76500.0
1498,Business Systems Analyst,SQL,67000,86000,76500.0
1499,Business Systems Analyst,Data collection,67000,86000,76500.0
1500,Business Systems Analyst,Financial acumen,67000,86000,76500.0
1501,Business Systems Analyst,,67000,86000,76500.0
1502,IT Business Analyst,Manufacturing,69000,100000,84500.0
1503,IT Business Analyst,Scrum,69000,100000,84500.0
1504,IT Business Analyst,Communication skills,69000,100000,84500.0
1505,IT Business Analyst,Agile,69000,100000,84500.0
1506,IT Business Analyst,Business requirements,69000,100000,84500.0
1507,IT Business Analyst,,69000,100000,84500.0
1508,IT Business Analyst,,69000,100000,84500.0
1509,IT Business Analyst,Project management,76000,97000,86500.0
1510,IT Business Analyst,Analysis skills,76000,97000,86500.0
1511,IT Business Analyst,Customer service,76000,97000,86500.0
1512,IT Business Analyst,Business analysis,76000,97000,86500.0
1513,IT Business Analyst,Scrum,76000,97000,86500.0
1514,IT Business Analyst,,76000,97000,86500.0
1515,Business Analyst,Power BI,69000,92000,80500.0
1516,Business Analyst,Manufacturing,69000,92000,80500.0
1517,Business Analyst,SQL,69000,92000,80500.0
1518,Business Analyst,Microsoft Excel,69000,92000,80500.0
1519,Business Analyst,Communication skills,69000,92000,80500.0
1520,Business Analyst,,69000,92000,80500.0
1521,Data Analyst,Manufacturing,63000,82000,72500.0
1522,Data Analyst,SQL,63000,82000,72500.0
1523,Data Analyst,Microsoft Excel,63000,82000,72500.0
1524,Data Analyst,ERP systems,63000,82000,72500.0
1525,Data Analyst,Data visualization,63000,82000,72500.0
1526,Data Analyst,,63000,82000,72500.0
1527,Sales Analyst,Project management,50000,65000,57500.0
1528,Sales Analyst,Analysis skills,50000,65000,57500.0
1529,Sales Analyst,Computer skills,50000,65000,57500.0
1530,Sales Analyst,ERP systems,50000,65000,57500.0
1531,Sales Analyst,Account management,50000,65000,57500.0
1532,Sales Analyst,,50000,65000,57500.0
1533,Business Analyst,Analysis skills,77000,110000,93500.0
1534,Business Analyst,Microsoft Excel,77000,110000,93500.0
1535,Business Analyst,ERP systems,77000,110000,93500.0
1536,Business Analyst,Product management,77000,110000,93500.0
1537,Business Analyst,Microsoft Powerpoint,77000,110000,93500.0
1538,Business Analyst,,77000,110000,93500.0
1539,ERP Analyst,Project management,71000,100000,85500.0
1540,ERP Analyst,Sage,71000,100000,85500.0
1541,ERP Analyst,Manufacturing,71000,100000,85500.0
1542,ERP Analyst,Certified Project Manager,71000,100000,85500.0
1543,ERP Analyst,ERP systems,71000,100000,85500.0
1544,ERP Analyst,,71000,100000,85500.0
1545,ERP Analyst,,71000,100000,85500.0
1546,Business Systems Analyst,SQL,80000,100000,90000.0
1547,Business Systems Analyst,SSIS,80000,100000,90000.0
1548,Business Systems Analyst,C++,80000,100000,90000.0
1549,Business Systems Analyst,ASP,80000,100000,90000.0
1550,Business Systems Analyst,Visual Basic,80000,100000,90000.0
1551,Business Systems Analyst,,80000,100000,90000.0
1552,Sales Analyst,Analysis skills,76000,86000,81000.0
1553,Sales Analyst,Power BI,76000,86000,81000.0
1554,Sales Analyst,Customer service,76000,86000,81000.0
1555,Sales Analyst,CPIM,76000,86000,81000.0
1556,Sales Analyst,Microsoft Excel,76000,86000,81000.0
1557,Sales Analyst,,76000,86000,81000.0
1558,Sales Analyst,Analysis skills,67000,86000,76500.0
1559,Sales Analyst,Microsoft Excel,67000,86000,76500.0
1560,Sales Analyst,Computer skills,67000,86000,76500.0
1561,Sales Analyst,Business analysis,67000,86000,76500.0
1562,Sales Analyst,Microsoft Powerpoint,67000,86000,76500.0
1563,Sales Analyst,,67000,86000,76500.0
1564,Business Systems Analyst,SQL,83238,108209,95723.5
1565,Business Systems Analyst,Payroll,83238,108209,95723.5
1566,Business Systems Analyst,Driver's License,83238,108209,95723.5
1567,Business Systems Analyst,Business analysis,83238,108209,95723.5
1568,Business Systems Analyst,Software troubleshooting,83238,108209,95723.5
1569,Business Systems Analyst,,83238,108209,95723.5
